locale	concept	prerequisite
arb-Arab-ZZ		؛ ؛ 
cmn-Hans-CN	应变	；；物理实体、物体
cmn-Latn-CN	yìngbiàn	; ; wùlǐ shítǐ, wùtǐ
dan-Latn-DK		; ; 
deu-Latn-DE	Dehnung	; ; physikalischer Körper
eng-Latn-US	strain	displacement; particle; physical body, physical object
fin-Latn-FI		; ; 
fra-Latn-FR		; ; corps [m] physique
heb-Hebr-IL		; ; 
hin-Deva-IN		; ; 
ita-Latn-IT		; ; 
jpn-Hrkt-JP	ひずみ	；；ぶったい
jpn-Jpan-JP	ひずみ	；；物体
kor-Hang-KR		; ; 
kor-Kore-KR		; ; 
nld-Latn-NL		; ; 
nob-Latn-NO		; ; 
pes-Aran-IR		؛ ؛ 
por-Latn-PT		; ; 
rus-Cyrl-RU		; ; те́ло в фи́зике, физи́ческий объе́кт, физи́ческое те́ло
spa-Latn-ES		; ; 
swe-Latn-SE		; ; 
tur-Latn-TR		; ; 
zxx-Zmth-ZZ		
