locale	concept	prerequisite
arb-Arab-ZZ		
cmn-Hans-CN	算筹、算子	四则运算
cmn-Latn-CN	suànchóu, suànzǐ	sìzé yùnsuàn
dan-Latn-DK		
deu-Latn-DE	Zählstäbe [m-pl]	Grundrechenarten [f-pl], Grundrechnungsarten [f-pl]
eng-Latn-US	counting rods	basic operations
fin-Latn-FI		
fra-Latn-FR	baguettes [f-pl] à calculer	opérations élémentaires
heb-Hebr-IL		
hin-Deva-IN		
ita-Latn-IT		
jpn-Hrkt-JP	さんぎ、さんちゅう	しそくえんざん
jpn-Jpan-JP	算木、算籌	四則演算
kor-Hang-KR		
kor-Kore-KR		
nld-Latn-NL		
nob-Latn-NO		
pes-Aran-IR		
por-Latn-PT		
rus-Cyrl-RU	счётные па́лочки [ж-мн]	основны́м де́йствиям
spa-Latn-ES		
swe-Latn-SE		
tur-Latn-TR		
zxx-Zmth-ZZ		
