locale	concept	prerequisite
arb-Arab-ZZ		؛ 
cmn-Hans-CN	计数符号	；加法
cmn-Latn-CN	jìshù fúhào	jiāfǎ; 
dan-Latn-DK		; 
deu-Latn-DE	Strichliste	; Addition
eng-Latn-US	hash marks, tally marks	addition; unary system
fin-Latn-FI		; 
fra-Latn-FR	marques [m-pl] de dénombrement	; addition
heb-Hebr-IL		; 
hin-Deva-IN		; 
ita-Latn-IT		; 
jpn-Hrkt-JP	がせんほう	かさん、かほう、たしざん、よせざん; 
jpn-Jpan-JP	画線法	；加算、加法、足し算、寄せ算
kor-Hang-KR		; 
kor-Kore-KR		; 
nld-Latn-NL		; 
nob-Latn-NO		; 
pes-Aran-IR		؛ 
por-Latn-PT		; 
rus-Cyrl-RU		; прибавле́ние, сложе́ние
spa-Latn-ES		; 
swe-Latn-SE		; 
tur-Latn-TR		; 
zxx-Zmth-ZZ		
