locale	concept	prerequisite
arb-Arab-ZZ		؛ ؛ 
cmn-Hans-CN	质量守恒定律	；；质量
cmn-Latn-CN	zhìliàng shǒuhéng dìnglǜ	; ; zhì liàng
dan-Latn-DK		; ; 
deu-Latn-DE	Massenerhaltungssatz [m]	; ; Masse
eng-Latn-US	law of conservation of mass, principle of mass conservation	closed system; energy; mass
fin-Latn-FI		; ; 
fra-Latn-FR	loi de conservation de la masse	; ; masse [f]
heb-Hebr-IL		; ; 
hin-Deva-IN		; ; 
ita-Latn-IT		; ; 
jpn-Hrkt-JP	しつりょうほぞんのほうそく	; ; しつりょう
jpn-Jpan-JP	質量保存の法則	；；質量
kor-Hang-KR		; ; 
kor-Kore-KR		; ; 
nld-Latn-NL		; ; 
nob-Latn-NO		; ; 
pes-Aran-IR		؛ ؛ 
por-Latn-PT		; ; 
rus-Cyrl-RU	зако́н сохране́ния ма́ссы	; ; ма́сса
spa-Latn-ES		; ; 
swe-Latn-SE		; ; 
tur-Latn-TR		; ; 
zxx-Zmth-ZZ		
