locale	concept	prerequisite
arb-Arab-ZZ		
cmn-Hans-CN	互补事件	事件、随机事件
cmn-Latn-CN	hùbǔ shìjiàn	shìjiàn, suíjī shìjiàn
dan-Latn-DK		
deu-Latn-DE		Ereignis, Zufallsereignis
eng-Latn-US	collectively exhaustive event, jointly exhaustive event	event
fin-Latn-FI		
fra-Latn-FR		événement
heb-Hebr-IL		
hin-Deva-IN		
ita-Latn-IT		
jpn-Hrkt-JP		じしょう
jpn-Jpan-JP		事象
kor-Hang-KR		
kor-Kore-KR		
nld-Latn-NL		
nob-Latn-NO		
pes-Aran-IR		
por-Latn-PT		
rus-Cyrl-RU	по́лной гру́ппой собы́тий, по́лной системой собы́тий	случа́йное собы́тие
spa-Latn-ES		
swe-Latn-SE		
tur-Latn-TR		
zxx-Zmth-ZZ		
